emotion_code,emotion,intensity,statement,repetition,actor,sex,path,stress,MFCC_Mean,MFCC_Variance,Pitch_Mean,Speech_Rate
1,neutral,1,1,1,7,M,dataset/Audios/Actor_07/03-01-01-01-01-01-07.wav,Healthy,-33.4952507019043,19019.90625,112.5197529307986,2.8846153846153846
1,neutral,1,1,2,7,M,dataset/Audios/Actor_07/03-01-01-01-01-02-07.wav,Healthy,-32.64833068847656,18915.6171875,117.84127594565436,2.9761904761904763
1,neutral,1,2,1,7,M,dataset/Audios/Actor_07/03-01-01-01-02-01-07.wav,Healthy,-35.301170349121094,17697.412109375,128.5068226458765,2.9296875
1,neutral,1,2,2,7,M,dataset/Audios/Actor_07/03-01-01-01-02-02-07.wav,Healthy,-32.4288215637207,19467.263671875,108.0609264985624,2.9761904761904763
2,calm,1,1,1,7,M,dataset/Audios/Actor_07/03-01-02-01-01-01-07.wav,Healthy,-33.91761779785156,21132.09765625,103.18106837793296,3.605769230769231
2,calm,1,1,2,7,M,dataset/Audios/Actor_07/03-01-02-01-01-02-07.wav,Healthy,-35.186866760253906,22306.119140625,104.69278641930222,3.125
2,calm,1,2,1,7,M,dataset/Audios/Actor_07/03-01-02-01-02-01-07.wav,Healthy,-34.61548614501953,27716.833984375,118.5239235125682,2.533783783783784
2,calm,1,2,2,7,M,dataset/Audios/Actor_07/03-01-02-01-02-02-07.wav,Healthy,-35.8525505065918,19821.02734375,127.76667781088264,3.4722222222222223
2,calm,2,1,1,7,M,dataset/Audios/Actor_07/03-01-02-02-01-01-07.wav,Healthy,-35.51751708984375,23369.0546875,114.4865635674993,1.99203187250996
2,calm,2,1,2,7,M,dataset/Audios/Actor_07/03-01-02-02-01-02-07.wav,Healthy,-43.766597747802734,27665.220703125,118.5239235125682,2.0161290322580645
2,calm,2,2,1,7,M,dataset/Audios/Actor_07/03-01-02-02-02-01-07.wav,Healthy,-35.88147735595703,21888.681640625,128.5089664535819,2.2865853658536586
2,calm,2,2,2,7,M,dataset/Audios/Actor_07/03-01-02-02-02-02-07.wav,Healthy,-34.44989776611328,23507.900390625,99.95835801540863,2.314814814814815
3,happy,1,1,1,7,M,dataset/Audios/Actor_07/03-01-03-01-01-01-07.wav,Healthy,-32.338626861572266,18680.1015625,119.21052561660726,3.4722222222222223
3,happy,1,1,2,7,M,dataset/Audios/Actor_07/03-01-03-01-01-02-07.wav,Healthy,-31.764684677124023,15859.8359375,157.29923159850804,3.537735849056604
3,happy,1,2,1,7,M,dataset/Audios/Actor_07/03-01-03-01-02-01-07.wav,Healthy,-33.389060974121094,14668.74609375,181.2127300113882,3.826530612244898
3,happy,1,2,2,7,M,dataset/Audios/Actor_07/03-01-03-01-02-02-07.wav,Healthy,-33.389060974121094,14668.74609375,181.2127300113882,3.826530612244898
3,happy,2,1,1,7,M,dataset/Audios/Actor_07/03-01-03-02-01-01-07.wav,Healthy,-29.50177001953125,11724.2744140625,211.79731598698208,2.106741573033708
3,happy,2,1,2,7,M,dataset/Audios/Actor_07/03-01-03-02-01-02-07.wav,Healthy,-26.004470825195312,7698.19140625,251.87087511019868,2.533783783783784
3,happy,2,2,1,7,M,dataset/Audios/Actor_07/03-01-03-02-02-01-07.wav,Healthy,-32.213348388671875,12632.2666015625,214.87708272009507,2.0833333333333335
3,happy,2,2,2,7,M,dataset/Audios/Actor_07/03-01-03-02-02-02-07.wav,Healthy,-29.11673355102539,8643.3515625,263.0210544784999,2.604166666666667
4,sad,1,1,1,7,M,dataset/Audios/Actor_07/03-01-04-01-01-01-07.wav,Mild_Stress,-39.709197998046875,22765.970703125,145.08930975304204,3.537735849056604
4,sad,1,1,2,7,M,dataset/Audios/Actor_07/03-01-04-01-01-02-07.wav,Mild_Stress,-35.1545295715332,22457.8359375,112.84566307964737,3.4722222222222223
4,sad,1,2,1,7,M,dataset/Audios/Actor_07/03-01-04-01-02-01-07.wav,Mild_Stress,-37.44505310058594,21756.62890625,132.2723599733492,3.409090909090909
4,sad,1,2,2,7,M,dataset/Audios/Actor_07/03-01-04-01-02-02-07.wav,Mild_Stress,-34.13207244873047,15720.6875,136.93693467412865,2.9296875
4,sad,2,1,1,7,M,dataset/Audios/Actor_07/03-01-04-02-01-01-07.wav,Mild_Stress,-42.50279998779297,20130.3671875,208.75994928447787,2.4038461538461537
4,sad,2,1,2,7,M,dataset/Audios/Actor_07/03-01-04-02-01-02-07.wav,Mild_Stress,-40.03072738647461,22410.35546875,180.68936857950385,2.0853698273053114
4,sad,2,2,1,7,M,dataset/Audios/Actor_07/03-01-04-02-02-01-07.wav,Mild_Stress,-39.11559295654297,18915.294921875,189.23491376948436,2.2413149047441165
4,sad,2,2,2,7,M,dataset/Audios/Actor_07/03-01-04-02-02-02-07.wav,Mild_Stress,-37.60354995727539,14737.0048828125,163.31805675373505,3.024193548387097
5,angry,1,1,1,7,M,dataset/Audios/Actor_07/03-01-05-01-01-01-07.wav,Moderate_Stress,-25.072933197021484,8790.5595703125,196.48226650860883,2.798507462686567
5,angry,1,1,2,7,M,dataset/Audios/Actor_07/03-01-05-01-01-02-07.wav,Moderate_Stress,-22.36983871459961,5846.47509765625,254.06159179290393,2.798507462686567
5,angry,1,2,1,7,M,dataset/Audios/Actor_07/03-01-05-01-02-01-07.wav,Moderate_Stress,-30.518497467041016,15156.3232421875,108.68691707750624,2.798507462686567
5,angry,1,2,2,7,M,dataset/Audios/Actor_07/03-01-05-01-02-02-07.wav,Moderate_Stress,-26.846752166748047,10023.3369140625,156.39325469067515,2.798507462686567
5,angry,2,1,1,7,M,dataset/Audios/Actor_07/03-01-05-02-01-01-07.wav,Moderate_Stress,-17.298192977905273,5151.189453125,241.8899741021552,3.537735849056604
5,angry,2,1,2,7,M,dataset/Audios/Actor_07/03-01-05-02-01-02-07.wav,Moderate_Stress,-18.10877990722656,4390.23583984375,240.49679036854232,2.840909090909091
5,angry,2,2,1,7,M,dataset/Audios/Actor_07/03-01-05-02-02-01-07.wav,Moderate_Stress,-23.526437759399418,2941.444580078125,280.29407045818647,3.125
5,angry,2,2,2,7,M,dataset/Audios/Actor_07/03-01-05-02-02-02-07.wav,Moderate_Stress,-23.340421676635746,4439.67041015625,280.2753675911423,2.4671052631578947
6,fearful,1,1,1,7,M,dataset/Audios/Actor_07/03-01-06-01-01-01-07.wav,Moderate_Stress,-46.532752990722656,31088.47265625,188.14500086724917,1.8564356435643563
6,fearful,1,1,2,7,M,dataset/Audios/Actor_07/03-01-06-01-01-02-07.wav,Moderate_Stress,-41.72607421875,15504.6533203125,206.36213675586595,3.605769230769231
6,fearful,1,2,1,7,M,dataset/Audios/Actor_07/03-01-06-01-02-01-07.wav,Moderate_Stress,-37.8614387512207,16340.79296875,179.64867439581087,3.75
6,fearful,1,2,2,7,M,dataset/Audios/Actor_07/03-01-06-01-02-02-07.wav,Moderate_Stress,-40.92469024658203,15950.6953125,183.84776310850236,3.90625
6,fearful,2,1,1,7,M,dataset/Audios/Actor_07/03-01-06-02-01-01-07.wav,Moderate_Stress,-35.39145278930664,6989.1630859375,309.19384990070745,3.3482142857142856
6,fearful,2,1,2,7,M,dataset/Audios/Actor_07/03-01-06-02-01-02-07.wav,Moderate_Stress,-36.93610763549805,9318.103515625,276.25826747841137,3.537735849056604
6,fearful,2,2,1,7,M,dataset/Audios/Actor_07/03-01-06-02-02-01-07.wav,Moderate_Stress,-32.740203857421875,4348.33349609375,357.22794833910325,3.826530612244898
6,fearful,2,2,2,7,M,dataset/Audios/Actor_07/03-01-06-02-02-02-07.wav,Moderate_Stress,-33.86912155151367,5315.6630859375,361.3787371590077,3.6764705882352944
7,disgust,1,1,1,7,M,dataset/Audios/Actor_07/03-01-07-01-01-01-07.wav,Severe_Stress,-33.92148208618164,18133.24609375,125.57172276022992,3.537735849056604
7,disgust,1,1,2,7,M,dataset/Audios/Actor_07/03-01-07-01-01-02-07.wav,Severe_Stress,-33.60005187988281,17073.57421875,125.57172276022992,3.605769230769231
7,disgust,1,2,1,7,M,dataset/Audios/Actor_07/03-01-07-01-02-01-07.wav,Severe_Stress,-34.27156066894531,21300.87890625,115.4948648110865,3.605769230769231
7,disgust,1,2,2,7,M,dataset/Audios/Actor_07/03-01-07-01-02-02-07.wav,Severe_Stress,-34.940208435058594,17436.1328125,133.80929076365396,3.409090909090909
7,disgust,2,1,1,7,M,dataset/Audios/Actor_07/03-01-07-02-01-01-07.wav,Severe_Stress,-28.794178009033203,11027.8369140625,184.9127823656466,2.604166666666667
7,disgust,2,1,2,7,M,dataset/Audios/Actor_07/03-01-07-02-01-02-07.wav,Severe_Stress,-27.26276206970215,14964.6533203125,132.29222004968955,2.34375
7,disgust,2,2,1,7,M,dataset/Audios/Actor_07/03-01-07-02-02-01-07.wav,Severe_Stress,-31.036962509155273,15723.01953125,203.99186545315516,2.568493150684932
7,disgust,2,2,2,7,M,dataset/Audios/Actor_07/03-01-07-02-02-02-07.wav,Severe_Stress,-32.9521484375,15808.6767578125,143.0002471207942,2.0380434782608696
8,surprised,1,1,1,7,M,dataset/Audios/Actor_07/03-01-08-01-01-01-07.wav,Mild_Stress,-32.65376663208008,15013.9072265625,143.85743288199075,3.537735849056604
8,surprised,1,1,2,7,M,dataset/Audios/Actor_07/03-01-08-01-01-02-07.wav,Mild_Stress,-30.237194061279297,13901.337890625,152.82122781686914,3.409090909090909
8,surprised,1,2,1,7,M,dataset/Audios/Actor_07/03-01-08-01-02-01-07.wav,Mild_Stress,-31.044334411621097,15166.740234375,133.80929076365396,3.605769230769231
8,surprised,1,2,2,7,M,dataset/Audios/Actor_07/03-01-08-01-02-02-07.wav,Mild_Stress,-31.07840156555176,14412.169921875,144.24403136881983,3.6764705882352944
8,surprised,2,1,1,7,M,dataset/Audios/Actor_07/03-01-08-02-01-01-07.wav,Mild_Stress,-28.286489486694336,9076.3056640625,241.19137040474044,2.9761904761904763
8,surprised,2,1,2,7,M,dataset/Audios/Actor_07/03-01-08-02-01-02-07.wav,Mild_Stress,-30.89690589904785,12505.060546875,190.8679980027993,3.289473684210526
8,surprised,2,2,1,7,M,dataset/Audios/Actor_07/03-01-08-02-02-01-07.wav,Mild_Stress,-30.146181106567383,7992.09619140625,283.5509306768582,3.826530612244898
8,surprised,2,2,2,7,M,dataset/Audios/Actor_07/03-01-08-02-02-02-07.wav,Mild_Stress,-30.440845489501953,11182.6875,193.6580702059513,3.605769230769231
1,neutral,1,1,1,8,F,dataset/Audios/Actor_08/03-01-01-01-01-01-08.wav,Healthy,-38.335201263427734,18669.1953125,194.78316939882308,3.75
1,neutral,1,1,2,8,F,dataset/Audios/Actor_08/03-01-01-01-01-02-08.wav,Healthy,-38.46329879760742,19550.072265625,191.98819967516084,3.409090909090909
1,neutral,1,2,1,8,F,dataset/Audios/Actor_08/03-01-01-01-02-01-08.wav,Healthy,-39.552188873291016,18724.052734375,208.75994928447787,3.605769230769231
1,neutral,1,2,2,8,F,dataset/Audios/Actor_08/03-01-01-01-02-02-08.wav,Healthy,-37.45840072631836,17960.751953125,189.23491376948436,3.826530612244898
2,calm,1,1,1,8,F,dataset/Audios/Actor_08/03-01-02-01-01-01-08.wav,Healthy,-40.018917083740234,21856.833984375,194.7799199939686,3.409090909090909
2,calm,1,1,2,8,F,dataset/Audios/Actor_08/03-01-02-01-01-02-08.wav,Healthy,-41.131195068359375,22732.88671875,206.36213675586595,3.605769230769231
2,calm,1,2,1,8,F,dataset/Audios/Actor_08/03-01-02-01-02-01-08.wav,Healthy,-38.20252227783203,20210.310546875,194.7799199939686,3.75
2,calm,1,2,2,8,F,dataset/Audios/Actor_08/03-01-02-01-02-02-08.wav,Healthy,-41.324581146240234,22889.05859375,208.75994928447787,3.537735849056604
2,calm,2,1,1,8,F,dataset/Audios/Actor_08/03-01-02-02-01-01-08.wav,Healthy,-40.32112503051758,22409.453125,193.6580702059513,3.289473684210526
2,calm,2,1,2,8,F,dataset/Audios/Actor_08/03-01-02-02-01-02-08.wav,Healthy,-42.12638092041016,24726.861328125,197.04315364635175,2.9296875
2,calm,2,2,1,8,F,dataset/Audios/Actor_08/03-01-02-02-02-01-08.wav,Healthy,-41.20022201538086,23698.576171875,199.33268480704808,3.1779661016949152
2,calm,2,2,2,8,F,dataset/Audios/Actor_08/03-01-02-02-02-02-08.wav,Healthy,-42.091922760009766,23035.267578125,198.18461302324903,3.024193548387097
3,happy,1,1,1,8,F,dataset/Audios/Actor_08/03-01-03-01-01-01-08.wav,Healthy,-36.29255294799805,15302.3935546875,217.38833958213584,3.6764705882352944
3,happy,1,1,2,8,F,dataset/Audios/Actor_08/03-01-03-01-01-02-08.wav,Healthy,-36.56357955932617,14909.3984375,201.6488190383855,3.75
3,happy,1,2,1,8,F,dataset/Audios/Actor_08/03-01-03-01-02-01-08.wav,Healthy,-37.409629821777344,15631.95703125,206.36213675586595,3.826530612244898
3,happy,1,2,2,8,F,dataset/Audios/Actor_08/03-01-03-01-02-02-08.wav,Healthy,-37.6707878112793,13817.865234375,225.0395058615972,3.90625
3,happy,2,1,1,8,F,dataset/Audios/Actor_08/03-01-03-02-01-01-08.wav,Healthy,-34.56866455078125,10707.259765625,259.3377583095495,3.289473684210526
3,happy,2,1,2,8,F,dataset/Audios/Actor_08/03-01-03-02-01-02-08.wav,Healthy,-32.04737091064453,10944.1474609375,246.11813637218768,3.125
3,happy,2,2,1,8,F,dataset/Audios/Actor_08/03-01-03-02-02-01-08.wav,Healthy,-36.64411926269531,10065.96875,270.72815965904965,3.125
3,happy,2,2,2,8,F,dataset/Audios/Actor_08/03-01-03-02-02-02-08.wav,Healthy,-40.420928955078125,15311.0146484375,264.5844400993791,2.373417721518987
4,sad,1,1,1,8,F,dataset/Audios/Actor_08/03-01-04-01-01-01-08.wav,Mild_Stress,-43.40550231933594,26709.1640625,219.8995964441766,2.7573529411764706
4,sad,1,1,2,8,F,dataset/Audios/Actor_08/03-01-04-01-01-02-08.wav,Mild_Stress,-41.40386199951172,24498.083984375,195.34409429283173,3.232758620689655
4,sad,1,2,1,8,F,dataset/Audios/Actor_08/03-01-04-01-02-01-08.wav,Mild_Stress,-41.44706344604492,22890.568359375,216.1218529971248,3.826530612244898
4,sad,1,2,2,8,F,dataset/Audios/Actor_08/03-01-04-01-02-02-08.wav,Mild_Stress,-44.15784454345703,31239.28125,209.97278616854953,2.604166666666667
4,sad,2,1,1,8,F,dataset/Audios/Actor_08/03-01-04-02-01-01-08.wav,Mild_Stress,-40.89146041870117,18602.4296875,262.2636095780709,3.826530612244898
4,sad,2,1,2,8,F,dataset/Audios/Actor_08/03-01-04-02-01-02-08.wav,Mild_Stress,-43.487693786621094,25846.08984375,286.82649376257405,2.0833333333333335
4,sad,2,2,1,8,F,dataset/Audios/Actor_08/03-01-04-02-02-01-08.wav,Mild_Stress,-40.989967346191406,17876.93359375,269.16888019875813,3.75
4,sad,2,2,2,8,F,dataset/Audios/Actor_08/03-01-04-02-02-02-08.wav,Mild_Stress,-42.34136962890625,26884.6484375,273.87386934825736,2.1867881548974943
5,angry,1,1,1,8,F,dataset/Audios/Actor_08/03-01-05-01-01-01-08.wav,Moderate_Stress,-30.24085235595703,11093.90625,235.68255189130872,3.6764705882352944
5,angry,1,1,2,8,F,dataset/Audios/Actor_08/03-01-05-01-01-02-08.wav,Moderate_Stress,-35.0672607421875,18781.6171875,206.95985860429747,2.2865853658536586
5,angry,1,2,1,8,F,dataset/Audios/Actor_08/03-01-05-01-02-01-08.wav,Moderate_Stress,-31.964820861816406,11879.607421875,209.9692833680109,4.166666666666667
5,angry,1,2,2,8,F,dataset/Audios/Actor_08/03-01-05-01-02-02-08.wav,Moderate_Stress,-32.83324432373047,11627.0185546875,223.74337368352585,3.90625
5,angry,2,1,1,8,F,dataset/Audios/Actor_08/03-01-05-02-01-01-08.wav,Moderate_Stress,-32.001556396484375,12338.642578125,307.41302436705854,2.259036144578313
5,angry,2,1,2,8,F,dataset/Audios/Actor_08/03-01-05-02-01-02-08.wav,Moderate_Stress,-23.267616271972656,3948.8232421875,307.41302436705854,3.537735849056604
5,angry,2,2,1,8,F,dataset/Audios/Actor_08/03-01-05-02-02-01-08.wav,Moderate_Stress,-30.07142448425293,7166.60009765625,291.8401325604369,3.826530612244898
5,angry,2,2,2,8,F,dataset/Audios/Actor_08/03-01-05-02-02-02-08.wav,Moderate_Stress,-28.78082275390625,7329.52880859375,310.9901796410289,3.6764705882352944
6,fearful,1,1,1,8,F,dataset/Audios/Actor_08/03-01-06-01-01-01-08.wav,Moderate_Stress,-36.242191314697266,12855.2587890625,296.98599258473763,2.798507462686567
6,fearful,1,1,2,8,F,dataset/Audios/Actor_08/03-01-06-01-01-02-08.wav,Moderate_Stress,-33.52791976928711,17137.60546875,267.61858152730787,2.5
6,fearful,1,2,1,8,F,dataset/Audios/Actor_08/03-01-06-01-02-01-08.wav,Moderate_Stress,-32.3045539855957,9848.671875,267.61858152730787,3.537735849056604
6,fearful,1,2,2,8,F,dataset/Audios/Actor_08/03-01-06-01-02-02-08.wav,Moderate_Stress,-34.89610290527344,11140.095703125,278.66110025943624,3.605769230769231
6,fearful,2,1,1,8,F,dataset/Audios/Actor_08/03-01-06-02-01-01-08.wav,Moderate_Stress,-28.32962989807129,5949.66796875,365.57775582181085,3.75
6,fearful,2,1,2,8,F,dataset/Audios/Actor_08/03-01-06-02-01-02-08.wav,Moderate_Stress,-29.505279541015625,5900.1962890625,351.1847027962872,3.826530612244898
6,fearful,2,2,1,8,F,dataset/Audios/Actor_08/03-01-06-02-02-01-08.wav,Moderate_Stress,-31.777774810791016,7008.462890625,363.47218288654506,3.605769230769231
6,fearful,2,2,2,8,F,dataset/Audios/Actor_08/03-01-06-02-02-02-08.wav,Moderate_Stress,-34.67900085449219,13795.33984375,368.772849127489,2.037135278514589
7,disgust,1,1,1,8,F,dataset/Audios/Actor_08/03-01-07-01-01-01-08.wav,Severe_Stress,-38.349830627441406,21374.751953125,197.6138833348004,3.024193548387097
7,disgust,1,1,2,8,F,dataset/Audios/Actor_08/03-01-07-01-01-02-08.wav,Severe_Stress,-42.41008758544922,26942.376953125,206.41722104550337,2.533783783783784
7,disgust,1,2,1,8,F,dataset/Audios/Actor_08/03-01-07-01-02-01-08.wav,Severe_Stress,-39.48505783081055,20650.0859375,198.18461302324903,3.0737704918032787
7,disgust,1,2,2,8,F,dataset/Audios/Actor_08/03-01-07-01-02-02-08.wav,Severe_Stress,-39.24995422363281,20131.9140625,194.7799199939686,3.3482142857142856
7,disgust,2,1,1,8,F,dataset/Audios/Actor_08/03-01-07-02-01-01-08.wav,Severe_Stress,-35.333343505859375,16221.0537109375,212.40900892134297,2.8846153846153846
7,disgust,2,1,2,8,F,dataset/Audios/Actor_08/03-01-07-02-01-02-08.wav,Severe_Stress,-41.40373992919922,24985.630859375,195.90826859169485,2.2865853658536586
7,disgust,2,2,1,8,F,dataset/Audios/Actor_08/03-01-07-02-02-01-08.wav,Severe_Stress,-38.684837341308594,17783.12109375,205.1735783080468,3.4722222222222223
7,disgust,2,2,2,8,F,dataset/Audios/Actor_08/03-01-07-02-02-02-08.wav,Severe_Stress,-38.2029914855957,17269.240234375,206.36213675586595,3.1779661016949152
8,surprised,1,1,1,8,F,dataset/Audios/Actor_08/03-01-08-01-01-01-08.wav,Mild_Stress,-35.043853759765625,14942.8515625,259.25125509628117,3.605769230769231
8,surprised,1,1,2,8,F,dataset/Audios/Actor_08/03-01-08-01-01-02-08.wav,Mild_Stress,-37.32967758178711,15122.8525390625,254.06159179290393,3.289473684210526
8,surprised,1,2,1,8,F,dataset/Audios/Actor_08/03-01-08-01-02-01-08.wav,Mild_Stress,-35.12627029418945,12671.63671875,259.2599049846974,3.605769230769231
8,surprised,1,2,2,8,F,dataset/Audios/Actor_08/03-01-08-01-02-02-08.wav,Mild_Stress,-36.82767868041992,15428.6982421875,238.4250286787403,3.6764705882352944
8,surprised,2,1,1,8,F,dataset/Audios/Actor_08/03-01-08-02-01-01-08.wav,Mild_Stress,-38.42873764038086,18702.5859375,295.23115155842805,2.0853698273053114
8,surprised,2,1,2,8,F,dataset/Audios/Actor_08/03-01-08-02-01-02-08.wav,Mild_Stress,-31.418926239013672,10400.7197265625,280.28004326890255,3.75
8,surprised,2,2,1,8,F,dataset/Audios/Actor_08/03-01-08-02-02-01-08.wav,Mild_Stress,-35.42711639404297,10461.71875,277.06075239642655,3.6764705882352944
8,surprised,2,2,2,8,F,dataset/Audios/Actor_08/03-01-08-02-02-02-08.wav,Mild_Stress,-35.87163162231445,11256.771484375,250.42020561686047,3.409090909090909
1,neutral,1,1,1,9,M,dataset/Audios/Actor_09/03-01-01-01-01-01-09.wav,Healthy,-35.37149429321289,37532.01953125,82.84644077575204,2.4671052631578947
1,neutral,1,1,2,9,M,dataset/Audios/Actor_09/03-01-01-01-01-02-09.wav,Healthy,-35.738365173339844,27738.2265625,91.39443895545271,4.076086956521739
1,neutral,1,2,1,9,M,dataset/Audios/Actor_09/03-01-01-01-02-01-09.wav,Healthy,-36.67365264892578,25980.90234375,95.71685877653417,3.98936170212766
1,neutral,1,2,2,9,M,dataset/Audios/Actor_09/03-01-01-01-02-02-09.wav,Healthy,-34.50794219970703,25763.49609375,88.02991468487642,4.166666666666667
2,calm,1,1,1,9,M,dataset/Audios/Actor_09/03-01-02-01-01-01-09.wav,Healthy,-34.68320083618164,26666.45703125,96.82903510297564,3.98936170212766
2,calm,1,1,2,9,M,dataset/Audios/Actor_09/03-01-02-01-01-02-09.wav,Healthy,-34.388214111328125,24584.4296875,96.82903510297564,3.75
2,calm,1,2,1,9,M,dataset/Audios/Actor_09/03-01-02-01-02-01-09.wav,Healthy,-36.04130554199219,26244.40625,85.27402678843417,2.4038461538461537
2,calm,1,2,2,9,M,dataset/Audios/Actor_09/03-01-02-01-02-02-09.wav,Healthy,-35.27684020996094,26738.7265625,92.9935369417633,3.3482142857142856
2,calm,2,1,1,9,M,dataset/Audios/Actor_09/03-01-02-02-01-01-09.wav,Healthy,-41.480987548828125,39756.859375,81.42318851056831,2.4909831599159293
2,calm,2,1,2,9,M,dataset/Audios/Actor_09/03-01-02-02-01-02-09.wav,Healthy,-38.37476348876953,35285.984375,82.36928038865905,2.840909090909091
2,calm,2,2,1,9,M,dataset/Audios/Actor_09/03-01-02-02-02-01-09.wav,Healthy,-38.054439544677734,30963.609375,82.36928038865905,2.1098437396980287
2,calm,2,2,2,9,M,dataset/Audios/Actor_09/03-01-02-02-02-02-09.wav,Healthy,-37.638057708740234,31236.845703125,90.60636500569407,2.6785714285714284
3,happy,1,1,1,9,M,dataset/Audios/Actor_09/03-01-03-01-01-01-09.wav,Healthy,-37.3225212097168,28941.826171875,96.27134089862668,2.568493150684932
3,happy,1,1,2,9,M,dataset/Audios/Actor_09/03-01-03-01-01-02-09.wav,Healthy,-31.332860946655273,18127.759765625,122.70366064862014,3.537735849056604
3,happy,1,2,1,9,M,dataset/Audios/Actor_09/03-01-03-01-02-01-09.wav,Healthy,-32.2935676574707,20028.28125,109.9497982220883,3.98936170212766
3,happy,1,2,2,9,M,dataset/Audios/Actor_09/03-01-03-01-02-02-09.wav,Healthy,-32.61383819580078,16653.681640625,119.21052561660726,3.75
3,happy,2,1,1,9,M,dataset/Audios/Actor_09/03-01-03-02-01-01-09.wav,Healthy,-31.11119270324707,8941.16796875,242.58857779956992,3.0737704918032787
3,happy,2,1,2,9,M,dataset/Audios/Actor_09/03-01-03-02-01-02-09.wav,Healthy,-35.678138732910156,14331.55078125,250.42020561686047,1.875
3,happy,2,2,1,9,M,dataset/Audios/Actor_09/03-01-03-02-02-01-09.wav,Healthy,-26.055219650268555,5989.3955078125,241.8899741021552,3.605769230769231
3,happy,2,2,2,9,M,dataset/Audios/Actor_09/03-01-03-02-02-02-09.wav,Healthy,-29.23580741882324,9674.5625,213.02424535682425,3.605769230769231
4,sad,1,1,1,9,M,dataset/Audios/Actor_09/03-01-04-01-01-01-09.wav,Mild_Stress,-46.597843170166016,42632.0,80.29634434434163,2.7573529411764706
4,sad,1,1,2,9,M,dataset/Audios/Actor_09/03-01-04-01-01-02-09.wav,Mild_Stress,-41.75625228881836,31905.90625,87.26721268071712,4.36046511627907
4,sad,1,2,1,9,M,dataset/Audios/Actor_09/03-01-04-01-02-01-09.wav,Mild_Stress,-38.63465118408203,28365.138671875,87.26721268071712,4.076086956521739
4,sad,1,2,2,9,M,dataset/Audios/Actor_09/03-01-04-01-02-02-09.wav,Mild_Stress,-39.222774505615234,34831.89453125,86.26486325200693,3.4722222222222223
4,sad,2,1,1,9,M,dataset/Audios/Actor_09/03-01-04-02-01-01-09.wav,Mild_Stress,-40.749969482421875,28105.1796875,103.18106837793296,2.259036144578313
4,sad,2,1,2,9,M,dataset/Audios/Actor_09/03-01-04-02-01-02-09.wav,Mild_Stress,-42.6282958984375,27754.7109375,225.0395058615972,2.205882352941176
4,sad,2,2,1,9,M,dataset/Audios/Actor_09/03-01-04-02-02-01-09.wav,Mild_Stress,-42.48487854003906,26892.94921875,160.97861232074305,2.6408450704225355
4,sad,2,2,2,9,M,dataset/Audios/Actor_09/03-01-04-02-02-02-09.wav,Mild_Stress,-38.04669189453125,24784.923828125,182.78887791090543,2.6408450704225355
5,angry,1,1,1,9,M,dataset/Audios/Actor_09/03-01-05-01-01-01-09.wav,Moderate_Stress,-32.336769104003906,22485.013671875,95.16557023646564,3.232758620689655
5,angry,1,1,2,9,M,dataset/Audios/Actor_09/03-01-05-01-01-02-09.wav,Moderate_Stress,-30.27677345275879,18724.265625,103.18106837793296,3.4722222222222223
5,angry,1,2,1,9,M,dataset/Audios/Actor_09/03-01-05-01-02-01-09.wav,Moderate_Stress,-28.978227615356445,13231.0341796875,131.89144360629956,3.232758620689655
5,angry,1,2,2,9,M,dataset/Audios/Actor_09/03-01-05-01-02-02-09.wav,Moderate_Stress,-30.042430877685547,14617.9716796875,126.66497412321036,3.537735849056604
5,angry,2,1,1,9,M,dataset/Audios/Actor_09/03-01-05-02-01-01-09.wav,Moderate_Stress,-14.776344299316406,3227.069091796875,347.05836208420885,3.0737704918032787
5,angry,2,1,2,9,M,dataset/Audios/Actor_09/03-01-05-02-01-02-09.wav,Moderate_Stress,-15.78573989868164,3604.544921875,349.06885072286843,3.1779661016949152
5,angry,2,2,1,9,M,dataset/Audios/Actor_09/03-01-05-02-02-01-09.wav,Moderate_Stress,-17.97464942932129,3896.013671875,339.1541684976215,2.435064935064935
5,angry,2,2,2,9,M,dataset/Audios/Actor_09/03-01-05-02-02-02-09.wav,Moderate_Stress,-16.661867141723633,3385.325927734375,351.09098600372937,2.8846153846153846
6,fearful,1,1,1,9,M,dataset/Audios/Actor_09/03-01-06-01-01-01-09.wav,Moderate_Stress,-36.45291519165039,27918.080078125,82.84644077575204,4.261363636363637
6,fearful,1,1,2,9,M,dataset/Audios/Actor_09/03-01-06-01-01-02-09.wav,Moderate_Stress,-36.48760223388672,27085.501953125,95.16557023646564,4.166666666666667
6,fearful,1,2,1,9,M,dataset/Audios/Actor_09/03-01-06-01-02-01-09.wav,Moderate_Stress,-45.06813430786133,41573.7421875,89.30847694347057,2.568493150684932
6,fearful,1,2,2,9,M,dataset/Audios/Actor_09/03-01-06-01-02-02-09.wav,Moderate_Stress,-37.27167510986328,27645.140625,92.9935369417633,4.464285714285714
6,fearful,2,1,1,9,M,dataset/Audios/Actor_09/03-01-06-02-01-01-09.wav,Moderate_Stress,-36.433074951171875,22831.154296875,156.39586371218525,2.373417721518987
6,fearful,2,1,2,9,M,dataset/Audios/Actor_09/03-01-06-02-01-02-09.wav,Moderate_Stress,-32.09556198120117,19335.447265625,128.5068226458765,4.166666666666667
